,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,stage,rating,jpg_url,img_num,predicted_breed,p_conf,favorite_count,retweet_count
21,887705289381826560,,,2017-07-19 16:06:48,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. ,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,13.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,basset,0.821664,29553.0,5253.0
22,887517139158093824,,,2017-07-19 03:39:09,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. ,https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,,,14.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,,0,45304.0,11387.0
23,887473957103951883,,,2017-07-19 00:47:34,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. ,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,13.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,Pembroke,0.809197,67550.0,17708.0
24,887343217045368832,,,2017-07-18 16:08:03,Twitter for iPhone,You may not have known you needed to see this today. ,https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,,13.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,Mexican_hairless,0.330741,32975.0,10153.0
25,887101392804085760,,,2017-07-18 00:07:08,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... ,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,,12.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1.0,Samoyed,0.733942,29948.0,5810.0
26,886983233522544640,,,2017-07-17 16:17:36,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. ,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,13.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,Chihuahua,0.793469,34407.0,7576.0
27,886736880519319552,,,2017-07-16 23:58:41,Twitter for iPhone,This is Mingus. He's a wonderful father to his smol pup. Confirmed ,"https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,13.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,kuvasz,0.309706,11814.0,3195.0
28,886680336477933568,,,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. ,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,13.0,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,,0,21967.0,4353.0
29,886366144734445568,,,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. ,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,12.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,French_bulldog,0.999201,20752.0,3121.0
30,886267009285017600,8.862663570751283e+17,2281181600.0,2017-07-15 16:51:35,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy ,,12,10,,,12.0,,,,,116.0,4.0
31,886258384151887873,,,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. ,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,13.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,pug,0.943575,27417.0,6131.0
32,886054160059072513,,,2017-07-15 02:45:48,Twitter for iPhone,RT @Athletics: ,"https://twitter.com/dog_rates/status/886053434075471873,https://twitter.com/dog_rates/status/886053434075471873",12,10,,,12.0,,,,,0.0,104.0
33,885984800019947520,,,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. ,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,12.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,Blenheim_spaniel,0.972494,31961.0,6599.0
34,885528943205470208,,,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. ,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,13.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,pug,0.369275,35222.0,6264.0
35,885518971528720385,,,2017-07-13 15:19:09,Twitter for iPhone,I have a new hero and his name is Howard. ,https://twitter.com/4bonds2carbon/status/885517367337512960,14,10,,,14.0,,,,,20010.0,3662.0
36,885311592912609280,,,2017-07-13 01:35:06,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. ,"https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1,https://twitter.com/dog_rates/status/830583320585068544/photo/1",13,10,Lilly,,13.0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1.0,Labrador_retriever,0.908703,0.0,18084.0
37,885167619883638784,,,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. ,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,,13.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,malamute,0.8124819999999999,21470.0,4276.0
38,884925521741709313,,,2017-07-12 00:01:00,Twitter for iPhone,This is Earl. He found a hat. Nervous about what you think of it. ,https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,12.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,Italian_greyhound,0.259916,75808.0,17796.0
39,884876753390489601,,,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. ,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,13.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,chow,0.822103,27343.0,5471.0
40,884562892145688576,,,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. ,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,13.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,pug,0.5464060000000001,23801.0,4573.0
41,884441805382717440,,,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. ",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,,14.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,Pembroke,0.993225,26442.0,5520.0
42,884247878851493888,,,2017-07-10 03:08:17,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY ,https://twitter.com/kaijohnson_19/status/883965650754039809,13,10,,,13.0,,,,,71489.0,19994.0
43,884162670584377345,,,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,12.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,German_shepherd,0.707046,19939.0,2912.0
44,883838122936631299,,,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. ,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,12.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,Doberman,0.610946,21448.0,3365.0
45,883482846933004288,,,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. .","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",5,10,Bella,,5.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1.0,golden_retriever,0.943082,44965.0,9681.0
46,883360690899218434,,,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. ,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,13.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1.0,chow,0.987997,22220.0,3610.0
47,883117836046086144,,,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... ","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,,13.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2.0,golden_retriever,0.949562,36384.0,6498.0
48,882992080364220416,,,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. ,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,,13.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1.0,Eskimo_dog,0.466778,23468.0,3827.0
49,882762694511734784,,,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. ,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,12.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1.0,Labrador_retriever,0.85005,27707.0,4788.0
50,882627270321602560,,,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. ,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,13.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1.0,Pembroke,0.542982,27367.0,5938.0
51,882268110199369728,,,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. ,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,13.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1.0,golden_retriever,0.762211,44007.0,11313.0
52,882045870035918850,,,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. ","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,,13.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1.0,golden_retriever,0.00694063,28748.0,4844.0
53,881906580714921986,,,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. ,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,,12.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1.0,Weimaraner,0.291539,23809.0,3312.0
54,881666595344535552,,,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. ,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,13.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1.0,Saluki,0.529012,49543.0,10418.0
55,881633300179243008,8.816070373140521e+17,47384430.0,2017-07-02 21:58:53,Twitter for iPhone,@roushfenway These are good dogs but ,,17,10,,,17.0,,,,,124.0,7.0
56,881536004380872706,,,2017-07-02 15:32:16,Twitter for iPhone,Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. ,https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,,pupper,14.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1.0,Samoyed,0.281463,48407.0,15573.0
57,881268444196462592,,,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada. ,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,,12.0,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1.0,,0,22618.0,5054.0
58,880935762899988482,,,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. ,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,,13.0,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1.0,,0,16681.0,2715.0
59,880872448815771648,,,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... ,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,,12.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1.0,Pembroke,0.791416,20845.0,3735.0
60,880465832366813184,,,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. ,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,,12.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1.0,golden_retriever,0.913255,27941.0,6130.0
61,880221127280381952,,,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. ,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,,12.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1.0,Chihuahua,0.238525,26486.0,4115.0
62,880095782870896641,,,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho ,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,,,11.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1.0,miniature_pinscher,0.120298,27054.0,4245.0
63,879862464715927552,,,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. ,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,,13.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3.0,basset,0.813507,21893.0,3414.0
64,879674319642796034,8.795538273341727e+17,3105440746.0,2017-06-27 12:14:36,Twitter for iPhone,@RealKentMurphy ,,14,10,,,14.0,,,,,305.0,10.0
65,879492040517615616,,,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. ,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,,12.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1.0,German_short-haired_pointer,0.479896,22951.0,3107.0
66,879415818425184262,,,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. ,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,,13.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1.0,English_springer,0.383404,103722.0,43230.0
67,879376492567855104,,,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. ,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,,12.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1.0,Labrador_retriever,0.0334961,16451.0,3043.0
68,879130579576475649,,,2017-06-26 00:13:58,Twitter for iPhone,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. ,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,,14.0,,,,,0.0,6662.0
69,879050749262655488,,,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. ,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,,11.0,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1.0,,0,22084.0,4606.0
70,879008229531029506,,,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. ,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,,13.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1.0,vizsla,0.960513,18595.0,2637.0
71,878776093423087618,,,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. ,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,puppo,13.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2.0,Italian_greyhound,0.734684,19023.0,4039.0
72,878604707211726852,,,2017-06-24 13:24:20,Twitter for iPhone,Martha is stunning how h*ckin dare you. ,https://twitter.com/bbcworld/status/878599868507402241,13,10,,,13.0,,,,,29642.0,7042.0
73,878404777348136964,,,2017-06-24 00:09:53,Twitter for iPhone,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still ","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,,13.0,,,,,0.0,1259.0
74,878316110768087041,,,2017-06-23 18:17:33,Twitter for iPhone,RT @dog_rates: Meet Terrance. He's being yelled at because he stapled the wrong stuff together. ,https://twitter.com/dog_rates/status/669000397445533696/photo/1,11,10,Terrance,,11.0,,,,,0.0,6501.0
75,878281511006478336,,,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still ","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,,13.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1.0,basset,0.32042,7591.0,1259.0
